Name,Performance,Place,Date
Stephen SAMBU,8:19.70,"Bloomington, IN (USA)",30 JAN 2009
Yasuyuki NAKAMURA,2:14:14,Tokyo (JPN),01 MAR 2020
Yasuyuki NAKAMURA,2:12:22,Hofu (JPN),15 DEC 2019
Yasuyuki NAKAMURA,2:13:45,Oita (JPN),04 FEB 2018
Yasuyuki NAKAMURA,2:12:36,Hofu (JPN),17 DEC 2017
Yasuyuki NAKAMURA,2:13:46,Tokyo (JPN),28 FEB 2016
Yasuyuki NAKAMURA,2:13:48,Hofu (JPN),20 DEC 2015
Yasuyuki NAKAMURA,2:15:46,Osaka (JPN),26 OCT 2014
Yasuyuki NAKAMURA,2:14:41,Tokyo (JPN),24 FEB 2013
Yasuyuki NAKAMURA,2:15:37,Osaka (JPN),25 NOV 2012
Shume TAFA,2:13:53,Wien (AUT),07 APR 2019
Haimanot MATEB,2:14:36,Buri Ram (THA),09 FEB 2020
Haimanot MATEB,2:15:10,Roma (ITA),07 APR 2019
Haimanot MATEB,2:13:10,San Sebastián (ESP),25 NOV 2018
Haimanot MATEB,2:18:04,Shenzhen (CHN),17 DEC 2017
Fumihiro MARUYAMA,2:14:09,Otsu (JPN),08 MAR 2020
Fumihiro MARUYAMA,2:15:59,Otsu (JPN),04 MAR 2018
Fumihiro MARUYAMA,2:13:49,Oita (JPN),05 FEB 2017
Fumihiro MARUYAMA,2:09:39,Otsu (JPN),06 MAR 2016
Dinghong YANG,2:13:51,Xiamen (CHN),05 JAN 2020
Dinghong YANG,2:15:23,Shanghai (CHN),17 NOV 2019
Dinghong YANG,2:18:36,Beijing (CHN),16 SEP 2018
Dinghong YANG,2:13:40,Wuxi (CHN),19 MAR 2017
Dinghong YANG,2:21:00,Chongqing (CHN),22 MAR 2015
Dinghong YANG,2:18:26,Chongqing (CHN),18 MAR 2012
Dinghong YANG,2:28:43,Rio de Janeiro (BRA),17 JUL 2011
William YEGON,2:19:04,Lagos (NGR),02 FEB 2019
William YEGON,2:12:10,Genève (SUI),06 MAY 2018
William YEGON,2:12:28,Pune (IND),29 JAN 2017
William YEGON,2:10:51,Tel Aviv (ISR),26 FEB 2016
William YEGON,2:10:11,Hefei (CHN),25 OCT 2015
William YEGON,2:10:22,Hefei (CHN),16 NOV 2014
William YEGON,2:14:23,Nairobi (KEN),27 OCT 2013
William YEGON,2:14:48,Kisumu (KEN),16 DEC 2012
William YEGON,2:15:26,Nairobi (KEN),30 OCT 2011
William YEGON,2:14:50,Nairobi (KEN),31 OCT 2010
William YEGON,2:27:00,Bonn (GER),26 APR 2009
William YEGON,2:18:17,Nairobi (KEN),26 OCT 2008
Cornelius KIBIWOTT,2:11:46,Buri Ram (THA),09 FEB 2020
Cornelius KIBIWOTT,2:17:14,Nairobi (KEN),28 OCT 2018
Cornelius KIBIWOTT,2:18:04,Nairobi (KEN),26 NOV 2017
Nicolás CUESTAS,2:13:30,Sevilla (ESP),23 FEB 2020
Nicolás CUESTAS,2:13:59,Lima (PER),27 JUL 2019
Nicolás CUESTAS,2:25:53,Montevideo (URU),15 APR 2018
Nicolás CUESTAS,2:17:44,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Nicolás CUESTAS,2:15:31,Buenos Aires (ARG),11 OCT 2015
Daniel MUIVA KITONYI,2:14:41,Nagano (JPN),21 APR 2019
Christian PACHECO,2:09:31,Lima (PER),27 JUL 2019
Christian PACHECO,2:11:19,Buenos Aires (ARG),23 SEP 2018
Christian PACHECO,2:12:16,Rotterdam (NED),10 APR 2016
Haron LAGAT,13:36.59,"Boston, MA (USA)",06 FEB 2010
Tiruneh CHALACHEV,2:11:54,Warszawa (POL),29 SEP 2019
Tiruneh CHALACHEV,2:15:05,Berlin (GER),24 SEP 2017
Tiruneh CHALACHEV,2:16:07,Berlin (GER),25 SEP 2016
Tiruneh CHALACHEV,2:11:54,Berlin (GER),27 SEP 2015
Tiruneh CHALACHEV,2:15:18,Münster (GER),14 SEP 2014
Shin-Ichi YAMASHITA,2:14:06,Hofu (JPN),15 DEC 2019
Shin-Ichi YAMASHITA,2:12:28,Hofu (JPN),16 DEC 2018
Shin-Ichi YAMASHITA,2:12:32,Hofu (JPN),17 DEC 2017
Shin-Ichi YAMASHITA,2:16:22,Hofu (JPN),18 DEC 2016
Shin-Ichi YAMASHITA,2:28:32,Nouméa (FRA),23 AUG 2015
Wilkerson GIVEN,8:14.58,"Winston Salem, NC (USA)",01 FEB 2014
Wilkerson GIVEN,8:20.40,"Birmingham, AL (USA)",28 JAN 2013
Mathew KEMBOI,2:11:52,Rabat (MAR),21 APR 2019
Mathew KEMBOI,2:14:25,Barcelona (ESP),12 MAR 2017
Mathew KEMBOI,2:12:00,Seoul (KOR),15 MAR 2015
Mathew KEMBOI,2:21:28,Moshi (TAN),03 MAR 2012
Mathew KEMBOI,2:22:13,Nairobi (KEN),30 OCT 2011
Tristan WOODFINE,4:12.67,"Boston, MA (USA)",08 FEB 2014
Paul KIPROP,2:13:28,Hofu (JPN),15 DEC 2019
Paul KIPROP,2:38:01,Plitvice (CRO),07 JUN 2015
Josh IZEWSKI,14:12.32,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019
Josh IZEWSKI,13:48.63,"Boston, MA (USA)",09 FEB 2019
Josh IZEWSKI,14:06.67,"Fayetteville, AR (USA)",24 FEB 2013
Alex MONROE,14:17.86,"Lewisburg, PA (USA)",07 DEC 2013
Alex MONROE,14:32.56,"Ithaca, NY (USA)",16 FEB 2013
Alex MONROE,14:34.62,"Edinboro, PA (USA)",26 FEB 2011
Hiroto KANAMORI,2:13:21,Tokyo (JPN),01 MAR 2020
Hiroto KANAMORI,2:15:37,Tokyo (JPN),03 MAR 2019
Hiroto KANAMORI,2:19:25,Sapporo (JPN),26 AUG 2018
Hiroto KANAMORI,2:16:48,Oita (JPN),07 FEB 2016
Tyler PENNEL,13:51.50,"Boston, MA (USA)",10 FEB 2018
Tyler PENNEL,14:50.03,"Houston, TX (USA)",14 MAR 2009
Tyler PENNEL,14:26.58,"Mankato, MN (USA)",15 MAR 2008
Connor MCMILLAN,8:03.04,"Birmingham, AL (USA)",09 MAR 2019
Connor MCMILLAN,8:07.67,"New York, NY (USA)",27 JAN 2018
Connor MCMILLAN,8:26.41,"Nampa, ID (USA)",17 JAN 2015
Chesari Kirui JACOB,2:17:25,Bucuresti (ROU),13 OCT 2019
Chesari Kirui JACOB,2:15:51,Riga (LAT),20 MAY 2018
Chesari Kirui JACOB,2:09:24,Barcelona (ESP),12 MAR 2017
Chesari Kirui JACOB,2:11:59,Mumbai (IND),17 JAN 2016
Chesari Kirui JACOB,2:09:32,Hannover (GER),19 APR 2015
Chesari Kirui JACOB,2:11:03,Frankfurt (GER),26 OCT 2014
Chesari Kirui JACOB,2:07:46,Frankfurt (GER),27 OCT 2013
Stefano LA ROSA,3:44.49,Ancona (ITA),19 FEB 2011
Stefano LA ROSA,3:46.02,Torino (ITA),27 FEB 2010
Stefano LA ROSA,3:49.77,Ancona (ITA),11 FEB 2006
Colin BENNIE,13:53.64,"Birmingham, AL (USA)",11 MAR 2016
Ayumi SATO,2:13:57,Otsu (JPN),08 MAR 2020
Ayumi SATO,2:12:53,Otsu (JPN),10 MAR 2019
Ayumi SATO,2:12:37,Oita (JPN),04 FEB 2018
Ayumi SATO,2:16:17,Nobeoka (JPN),14 FEB 2016
Ayumi SATO,2:19:39,Nobeoka (JPN),10 FEB 2013
Brian SHRADER,8:35.45,"New York, NY (USA)",11 FEB 2017
Leonard Patrick KOMON,2:16:42,Rotterdam (NED),07 APR 2019
Leonard Patrick KOMON,2:14:25,Eindhoven (NED),12 OCT 2014
John RANERI,8:39.35,"Albuquerque, NM (USA)",10 FEB 2017
John RANERI,8:04.75,"Winston Salem, NC (USA)",31 JAN 2015
John RANERI,8:20.08,"Lincoln, NE (USA)",09 FEB 2013
John RANERI,8:19.27,"Boston, MA (USA)",25 FEB 2012
John RANERI,8:26.84,"Annapolis, MD (USA)",29 JAN 2011
Asuka TANAKA,2:13:21,Tokyo (JPN),01 MAR 2020
Asuka TANAKA,2:14:35,Nagano (JPN),21 APR 2019
Asuka TANAKA,2:10:13,Tokyo (JPN),25 FEB 2018
Asuka TANAKA,2:12:17,Hofu (JPN),17 DEC 2017
Tilahun Ayele TARIKU,2:11:03,Fuzhou (CHN),15 DEC 2019
Tilahun Ayele TARIKU,2:28:12,Podgorica (MNE),28 OCT 2018
Tilahun Ayele TARIKU,2:14:52,See Genezareth (ISR),09 JAN 2015
Taiki SUZUKI,2:12:09,Fukuoka (JPN),01 DEC 2019
Yuki OSHIKAWA,2:12:19,Otsu (JPN),10 MAR 2019
Yuki OSHIKAWA,2:15:27,Nagano (JPN),16 APR 2017
Yuki OSHIKAWA,2:15:52,Sapporo (JPN),28 AUG 2016
Yuki OSHIKAWA,2:13:24,Otsu (JPN),02 MAR 2014
Shuji MATSUO,2:12:29,Tokyo (JPN),01 MAR 2020
Shuji MATSUO,2:14:27,Otsu (JPN),10 MAR 2019
Shuji MATSUO,2:15:41,Otsu (JPN),04 MAR 2018
Shuji MATSUO,2:15:22,Otsu (JPN),05 MAR 2017
William NYARONDIA,2:14:46,Copenhagen (DEN),19 MAY 2019
William NYARONDIA,2:11:15,København (DEN),13 MAY 2018
William NYARONDIA,2:16:00,Odense (DEN),01 OCT 2017
William NYARONDIA,2:16:02,Odense (DEN),02 OCT 2016
Pius Dominic ONDORO,2:12:24,"Minneapolis, MN (USA)",06 OCT 2019
Pius Dominic ONDORO,2:15:16,Ottawa (CAN),27 MAY 2018
Pius Dominic ONDORO,2:12:05,"Houston, TX (USA)",15 JAN 2017
Pius Dominic ONDORO,2:08:51,St. Paul (USA),09 OCT 2016
Pius Dominic ONDORO,2:09:40,"Houston, TX (USA)",18 JAN 2015
Pius Dominic ONDORO,2:11:30,Melbourne (AUS),12 OCT 2014
Pius Dominic ONDORO,2:08:00,See Genezareth (ISR),10 JAN 2013
Pius Dominic ONDORO,2:12:10,Brighton (GBR),15 APR 2012
Pius Dominic ONDORO,2:14:23,Stockholm (SWE),28 MAY 2011
Pius Dominic ONDORO,2:17:56,Karlsruhe (GER),20 SEP 2009
Daisuke MOMOZAWA,2:17:00,Tokyo (JPN),01 MAR 2020
Daisuke MOMOZAWA,2:15:23,Gold Coast (AUS),07 JUL 2019
Abraham AKOPESHA,2:14:06,La Rochelle (FRA),25 NOV 2018
Abraham AKOPESHA,2:10:12,Paris (FRA),09 APR 2017
Diego ESTRADA,13:30.24,"Fayetteville, AR (USA)",08 MAR 2013
Diego ESTRADA,13:38.45,"Nampa, ID (USA)",09 MAR 2012
Diego ESTRADA,13:29.01,"College Station, TX (USA)",11 MAR 2011
Tomas Hilifa RAINHOLD,2:14:14,Hamburg (GER),28 APR 2019
Tomas Hilifa RAINHOLD,2:17:38,Cape Town (RSA),23 SEP 2018
Jaume LEIVA BEATO,2:13:06,Wien (AUT),07 APR 2019
Jaume LEIVA BEATO,2:16:40,Milano (ITA),08 APR 2018
Jaume LEIVA BEATO,2:16:34,Valencia (ESP),20 NOV 2016
Jaume LEIVA BEATO,2:13:41,Barcelona (ESP),17 MAR 2013
Jaume LEIVA BEATO,2:19:23,Barcelona (ESP),25 MAR 2012
Jaume LEIVA BEATO,2:17:57,Rotterdam (NED),10 APR 2011
Jaume LEIVA BEATO,2:15:28,Berlin (GER),26 SEP 2010
Nico MONTANEZ,4:20.30,"New York, NY (USA)",08 MAR 2014
Valentin PFEIL,8:50.91,Dessau (GER),25 MAY 2012
Valentin PFEIL,8:52.05,Königs Wusterhausen (GER),12 JUN 2009
Valentin PFEIL,9:05.71,Regensburg (GER),08 JUN 2008
Bernard KITUR,2:14:39,Tallinn (EST),08 SEP 2019
Bernard KITUR,2:12:44,Seoul (KOR),04 NOV 2018
Bernard KITUR,2:14:36,Zagreb (CRO),08 OCT 2017
Bernard KITUR,2:12:08,Chongqing (CHN),20 MAR 2016
Bernard KITUR,2:21:26,Eldoret (KEN),15 NOV 2015
Takahiro GUNJI,2:14:21,Otsu (JPN),08 MAR 2020
Takahiro GUNJI,2:12:55,Nobeoka (JPN),10 FEB 2019
Takahiro GUNJI,2:28:55,Nagano (JPN),15 APR 2018
Takahiro GUNJI,2:19:03,Paris (FRA),09 APR 2017
Enoch NADLER,8:29.96,"Gainesville, FL (USA)",06 FEB 2005
William MILAM,4:16.44,"Portland, OR (USA)",22 JAN 2016
Bohdan-Ivan HORODYSKYY,8:18.82,Kiev (UKR),18 FEB 2018
Bohdan-Ivan HORODYSKYY,8:26.85,Sumy (UKR),18 FEB 2017
Bohdan-Ivan HORODYSKYY,8:28.89,Sumy (UKR),21 FEB 2014
Zicheng LI,3:13.40,Shenyang (CHN),09 SEP 2013
Musa BABO,2:09:55,Roma (ITA),07 APR 2019
Musa BABO,2:21:24,Guadalajara (MEX),11 NOV 2018
Musa BABO,2:13:26,Zhengzhou (CHN),26 MAR 2017
Musa BABO,2:17:57,"New York, NY (USA)",06 NOV 2016
Musa BABO,2:16:50,Brighton (GBR),12 APR 2015
Musa BABO,2:17:20,Caen (FRA),15 JUN 2014
Musa BABO,2:16:37,Caen (FRA),16 JUN 2013
Musa BABO,2:14:06,Amsterdam (NED),21 OCT 2012
Musa BABO,2:10:28,Reims (FRA),17 OCT 2010
Melikhaya FRANS,2:14:57,Cape Town (RSA),15 SEP 2019
Melikhaya FRANS,2:15:40,Cape Town (RSA),17 SEP 2017
Mariusz GIŻYŃSKI,3:52.40,Spala (POL),02 FEB 2008
Kwang-sik SHIN,2:13:07,Seoul (KOR),17 MAR 2019
Kwang-sik SHIN,2:14:05,Seoul (KOR),18 MAR 2018
Kwang-sik SHIN,2:16:43,Seoul (KOR),19 MAR 2017
Kwang-sik SHIN,2:21:17,Seoul (KOR),15 MAR 2015
Kwang-sik SHIN,2:23:17,Daegu (KOR),06 APR 2014
Masanori SUMIDA,2:13:33,Sapporo (JPN),25 AUG 2019
Hassane AHOUCHAR,2:15:40,Kraków (POL),28 APR 2019
Hassane AHOUCHAR,2:12:55,Málaga (ESP),09 DEC 2018
Hassane AHOUCHAR,2:11:21,Mersin (TUR),03 DEC 2017
Hassane AHOUCHAR,2:11:02,Valencia (ESP),20 NOV 2016
Hassane AHOUCHAR,2:10:13,Valencia (ESP),15 NOV 2015
Hassane AHOUCHAR,2:11:52,Castellón (ESP),07 DEC 2014
Hassane AHOUCHAR,2:11:22,Valencia (ESP),18 NOV 2012
Hassane AHOUCHAR,2:08:47,Valencia (ESP),27 NOV 2011
Hassane AHOUCHAR,2:13:20,Castellón (ESP),12 DEC 2010
Hassane AHOUCHAR,2:16:57,Valencia (ESP),17 FEB 2008
Michael CHEGE,2:17:53,Bruxelles (BEL),06 OCT 2019
Michael CHEGE,2:24:43,Guadalajara (MEX),11 NOV 2018
Michael CHEGE,2:15:32,Eindhoven (NED),08 OCT 2017
Michael CHEGE,2:13:50,Danzhou (CHN),20 DEC 2014
Michael CHEGE,2:09:58,Shanghai (CHN),01 DEC 2013
Michael CHEGE,2:11:53,Seoul (KOR),18 MAR 2012
Michael CHEGE,2:09:12,Ljubljana (SLO),23 OCT 2011
Jaouad KALLOUZ,2:15:32,Fes (MAR),12 JAN 2020
Jaouad KALLOUZ,2:12:39,Marrakesh (MAR),27 JAN 2019
Jaouad KALLOUZ,2:16:32,Tunis (TUN),02 DEC 2018
Moses MENGICH,2:13:18,Venezia (ITA),27 OCT 2019
Moses MENGICH,2:15:54,Torino (ITA),04 NOV 2018
Moses MENGICH,2:16:42,Moshi (TAN),26 FEB 2017
Moses MENGICH,2:14:04,Milano (ITA),03 APR 2016
Moses MENGICH,2:14:40,Nairobi (KEN),25 OCT 2015
Kohei MATSUMURA,2:13:23,Otsu (JPN),10 MAR 2019
Kohei MATSUMURA,2:23:15,Osaka (JPN),25 NOV 2018
Kohei MATSUMURA,2:11:04,Otsu (JPN),05 MAR 2017
Kohei MATSUMURA,2:13:46,Tokyo (JPN),28 FEB 2016
Kohei MATSUMURA,2:16:08,Tokyo (JPN),22 FEB 2015
Kohei MATSUMURA,2:08:09,Tokyo (JPN),23 FEB 2014
Kohei MATSUMURA,2:10:12,Otsu (JPN),03 MAR 2013
Kohei MATSUMURA,2:11:18,Oita (JPN),05 FEB 2012
Samuel CHELANGA,13:04.35,"Boston, MA (USA)",16 JAN 2014
Samuel CHELANGA,13:27.34,"College Station, TX (USA)",11 MAR 2011
Samuel CHELANGA,13:37.01,"Fayetteville, AR (USA)",12 MAR 2010
Samuel CHELANGA,13:19.79,"Fayetteville, AR (USA)",13 FEB 2009
Samuel CHELANGA,13:53.16,"Lynchburg, VA (USA)",01 DEC 2007
Samuel CHELANGA,13:46.39,"Boston, MA (USA)",04 MAR 2007
Adam NOWICKI,9:07.21,Radom (POL),01 SEP 2012
Adam NOWICKI,9:10.98,Gdansk (POL),02 JUL 2011
Kenta UCHIDA,2:15:39,Otsu (JPN),08 MAR 2020
David KIPKOECH,2:13:53,Nanjing (CHN),10 NOV 2019
David KIPKOECH,2:15:47,Nairobi (KEN),28 OCT 2018
David KIPKOECH,2:26:14,"Urbana, IL (USA)",26 APR 2014
David KIPKOECH,2:24:42,Kaohsiung (TPE),05 FEB 2012
David KIPKOECH,2:32:50,Georgetown (MAS),20 NOV 2011
David KIPKOECH,2:24:59,Kraków (POL),04 MAY 2008
Ezekiel Jafary NGIMBA,2:15:13,Nagano (JPN),21 APR 2019
Ezekiel Jafary NGIMBA,2:13:32,Frankfurt (GER),28 OCT 2018
Ezekiel Jafary NGIMBA,2:11:55,Hannover (GER),09 APR 2017
Ezekiel Jafary NGIMBA,2:23:43,"National Stadium, Beijing (CHN)",22 AUG 2015
Ezekiel Jafary NGIMBA,2:14:05,Seoul (KOR),09 NOV 2014
Ezekiel Jafary NGIMBA,2:19:18,Lanzhou (CHN),10 JUN 2012
Ezekiel Jafary NGIMBA,2:21:46,Mount Meru (TAN),01 AUG 2004
Ezekiel Jafary NGIMBA,2:19:52,Mount Meru (TAN),03 AUG 2003
Stepan KISELYOV,8:05.31,Novocheboksarsk (RUS),12 JAN 2013
Stepan KISELYOV,8:09.40,Yekaterinburg (RUS),07 JAN 2011
Stepan KISELYOV,8:02.96,Moskva (RUS),26 FEB 2010
Stepan KISELYOV,7:58.34,Moskva (RUS),13 FEB 2009
Stepan KISELYOV,8:12.83,Samara (RUS),02 FEB 2008
Stepan KISELYOV,8:16.89,Volgograd (RUS),14 FEB 2007
Rodgers GESABWA,2:17:20,Mérida (MEX),05 JAN 2020
Rodgers GESABWA,2:14:56,Monterrey (MEX),08 DEC 2019
Rodgers GESABWA,2:13:23,"Duluth, MN (USA)",16 JUN 2018
Rodgers GESABWA,2:14:11,Monterrey (MEX),10 DEC 2017
Rodgers GESABWA,2:15:24,St. Paul (USA),09 OCT 2016
Rodgers GESABWA,2:20:12,Ciudad de México (MEX),30 AUG 2015
Rodgers GESABWA,2:18:44,Ciudad de México (MEX),25 AUG 2013
Frank FUTSELAAR,2:14:06,Amsterdam (NED),20 OCT 2019
Frank FUTSELAAR,2:34:21,Enschede (NED),22 APR 2018
Yuya ASAKA,2:15:19,Otsu (JPN),08 MAR 2020
Yuya ASAKA,2:16:12,Fukuoka (JPN),01 DEC 2019
Yuya ASAKA,2:14:31,Tokyo (JPN),25 FEB 2018
Yuya ASAKA,2:18:30,Otsu (JPN),05 MAR 2017
Takahiro NAKAMURA,2:17:27,Tokyo (JPN),03 MAR 2019
Takahiro NAKAMURA,2:14:25,Tokyo (JPN),25 FEB 2018
Takahiro NAKAMURA,2:19:54,Hofu (JPN),17 DEC 2017
Takahiro NAKAMURA,2:16:34,Fukuoka (JPN),04 DEC 2016
Takahiro NAKAMURA,2:23:36,Otsu (JPN),01 MAR 2015
Ageze GUADIE,2:12:06,Sevilla (ESP),23 FEB 2020
Ageze GUADIE,2:15:46,Berlin (GER),29 SEP 2019
Ageze GUADIE,2:21:31,See Genezareth (ISR),07 JAN 2018
Ageze GUADIE,2:23:03,Berlin (GER),24 SEP 2017
Ageze GUADIE,2:18:54,Rotterdam (NED),10 APR 2016
Muryo TAKASE,2:14:20,Tokyo (JPN),01 MAR 2020
Muryo TAKASE,2:13:28,Otsu (JPN),10 MAR 2019
Muryo TAKASE,2:22:47,Otsu (JPN),05 MAR 2017
Muryo TAKASE,2:12:31,Otsu (JPN),02 MAR 2014
Muryo TAKASE,2:20:49,Otsu (JPN),04 MAR 2012
Daniel KIPTOO,2:13:32,Vina del Mar (CHI),06 OCT 2019
Daniel KIPTOO,2:12:52,Zhengzhou (CHN),26 MAR 2017
Daniel KIPTOO,2:21:47,Kigali (RWA),22 MAY 2016
Rory LINKLETTER,7:55.10,"New York, NY (USA)",27 JAN 2018
Rory LINKLETTER,8:11.35,"College Station, TX (USA)",16 JAN 2016
Soji IKEDA,2:11:56,Tokyo (JPN),01 MAR 2020
Soji IKEDA,2:22:24,Otsu (JPN),10 MAR 2019
Soji IKEDA,2:19:57,Oita (JPN),04 FEB 2018
Soji IKEDA,2:15:21,Tokyo (JPN),26 FEB 2017
Soji IKEDA,2:13:27,Otsu (JPN),06 MAR 2016
Soji IKEDA,2:19:48,Otsu (JPN),01 MAR 2015
Kenya SONOTA,2:09:50,Otsu (JPN),08 MAR 2020
Kenya SONOTA,2:14:53,Otsu (JPN),04 MAR 2018
Yousheng GUAN,2:14:09,Berlin (GER),29 SEP 2019
Yousheng GUAN,2:18:26,Shanghai (CHN),18 NOV 2018
Yousheng GUAN,2:21:35,Guangzhou (CHN),10 DEC 2017
Shota SAITO,2:10:50,Oita (JPN),02 FEB 2020
Shota SAITO,2:17:21,Oita (JPN),05 FEB 2017
Bethwell KIPKEMBOI,2:11:59,Praha (CZE),05 MAY 2019
Paul POLLOCK,7:58.78,"O2 Arena, Praha (CZE)",06 MAR 2015
Paul POLLOCK,8:09.54,Sheffield (GBR),08 FEB 2014
Paul POLLOCK,8:38.73,Belfast (GBR),18 FEB 2006
Birhanu Dare KEMAL,2:13:35,"New York, NY (USA)",03 NOV 2019
Birhanu Dare KEMAL,2:12:21,"Duluth, MN (USA)",16 JUN 2018
Birhanu Dare KEMAL,2:21:30,"New York, NY (USA)",05 NOV 2017
Birhanu Dare KEMAL,2:21:35,"Pittsburgh, PA (USA)",01 MAY 2016
Birhanu Dare KEMAL,2:15:40,"New York, NY (USA)",01 NOV 2015
Birhanu Dare KEMAL,2:17:52,"Philadelphia, PA (USA)",23 NOV 2014
Birhanu Dare KEMAL,2:24:01,Rotterdam (NED),14 APR 2013
Birhanu Dare KEMAL,2:21:09,Frankfurt (GER),28 OCT 2012
Hiroto FUJIMAGARI,2:12:24,Tokyo (JPN),01 MAR 2020
Ryota KOMORI,2:12:18,Tokyo (JPN),01 MAR 2020
Tekletsion TEFERA,2:13:14,Valencia (ESP),01 DEC 2019
Tekletsion TEFERA,2:14:57,Valencia (ESP),02 DEC 2018
Tekletsion TEFERA,2:30:10,Howick (RSA),28 AUG 2016
Kohei FUTAOKA,2:09:15,Beppu (JPN),03 FEB 2019
Kohei FUTAOKA,2:13:28,Oita (JPN),04 FEB 2018
Henry KIPROP,2:10:55,Venezia (ITA),27 OCT 2019
Henry KIPROP,2:19:27,Nairobi (KEN),28 OCT 2018
Henry KIPROP,2:17:06,Gongju (KOR),16 OCT 2016
Kyoya TSUJINO,2:12:04,Otsu (JPN),08 MAR 2020
Yuki MUNAKATA,8:52.47,Kobe (JPN),26 APR 2015
Yuki MUNAKATA,8:59.16,Tokyo (JPN),12 SEP 2010
Yuki MUNAKATA,8:37.52,Niigata (JPN),05 OCT 2009
Yuki MUNAKATA,8:54.77,Tokyo (JPN),13 SEP 2008
Thonakal GOPI,2:13:39,Seoul (KOR),17 MAR 2019
Thonakal GOPI,2:15:16,New Delhi (IND),25 FEB 2018
Thonakal GOPI,2:15:37,New Delhi (IND),26 FEB 2017
Thonakal GOPI,2:15:25,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Godfrey KOSGEI,2:13:16,Buenos Aires (ARG),22 SEP 2019
Godfrey KOSGEI,2:14:00,Buenos Aires (ARG),23 SEP 2018
Godfrey KOSGEI,2:13:06,Buenos Aires (ARG),15 OCT 2017
Tyler JERMANN,2:13:29,"Houston, TX (USA)",20 JAN 2019
Tyler JERMANN,2:16:39,"Houston, TX (USA)",14 JAN 2018
Tyler JERMANN,2:19:09,"Duluth, MN (USA)",17 JUN 2017
Tyler JERMANN,2:18:35,"Houston, TX (USA)",17 JAN 2016
Tyler JERMANN,2:22:26,"Chicago, IL (USA)",11 OCT 2015
Patricio CASTILLO,2:14:16,"New York, NY (USA)",03 NOV 2019
Patricio CASTILLO,2:21:55,Mérida (MEX),08 JAN 2017
Yuichi OKUTANI,2:11:16,Oita (JPN),02 FEB 2020
Yuichi OKUTANI,2:17:16,Beppu (JPN),03 FEB 2019
Igor OLEFIRENKO,2:11:55,London (GBR),28 APR 2019
Igor OLEFIRENKO,2:12:18,Xiamen (CHN),07 JAN 2018
Igor OLEFIRENKO,2:15:34,"Olympic Stadium, London (GBR)",06 AUG 2017
Igor OLEFIRENKO,2:13:33,Oita (JPN),07 FEB 2016
Igor OLEFIRENKO,2:12:04,Belaya Tserkva (UKR),04 OCT 2015
Igor OLEFIRENKO,2:13:10,Milano (ITA),06 APR 2014
Igor OLEFIRENKO,2:15:10,Paris (FRA),07 APR 2013
Igor OLEFIRENKO,2:14:56,Belaya Tserkva (UKR),07 OCT 2012
Redouan NOUINI,2:13:08,Marrakesh (MAR),26 JAN 2020
Redouan NOUINI,2:34:55,Stara Zagora (BUL),30 MAR 2019
Redouan NOUINI,2:15:36,Sofia (BUL),14 OCT 2018
Redouan NOUINI,2:21:51,Marrakesh (MAR),29 JAN 2017
Daisuke HORIAI,2:18:00,Tokyo (JPN),03 MAR 2019
Mark KANGOGO,2:14:38,Münster (GER),08 SEP 2019
Mark KANGOGO,2:14:08,Frankfurt (GER),28 OCT 2018
Koji KOBAYASHI,2:09:55,Oita (JPN),02 FEB 2020
Koji KOBAYASHI,2:18:40,Otsu (JPN),10 MAR 2019
Koji KOBAYASHI,2:08:51,Tokyo (JPN),23 FEB 2014
Koji KOBAYASHI,2:11:31,Berlin (GER),29 SEP 2013
Koji KOBAYASHI,2:10:40,"Chicago, IL (USA)",07 OCT 2012
Moses TOO,9:13.07,Bursa (TUR),06 JUN 2010
Erenjia JIA,2:14:38,Berlin (GER),29 SEP 2019
Erenjia JIA,2:18:33,Guangzhou (CHN),09 DEC 2018
Erenjia JIA,2:22:31,Guangzhou (CHN),10 DEC 2017
James BARMASAI,2:11:40,Münster (GER),08 SEP 2019
James BARMASAI,2:11:39,Münster (GER),09 SEP 2018
James BARMASAI,2:14:49,Nairobi (KEN),26 NOV 2017
James BARMASAI,2:15:05,Bucuresti (ROU),09 OCT 2016
James BARMASAI,2:16:52,Hannover (GER),05 MAY 2013
James BARMASAI,2:16:01,Beograd (SRB),22 APR 2012
James BARMASAI,2:15:12,Nairobi (KEN),30 OCT 2011
Hosea TUWEI,9:00.19,Biberach (GER),28 JUN 2011
Tadesse ASEFA,2:13:21,Macao (MAC),01 DEC 2019
Tadesse ASEFA,2:11:01,Gunsan (KOR),08 APR 2018
Tadesse ASEFA,2:12:14,La Rochelle (FRA),26 NOV 2017
Tadesse ASEFA,2:19:23,Casablanca (MAR),27 OCT 2013
Ryo KUCHIMACHI,2:13:30,Tokyo (JPN),03 MAR 2019
Ryo KUCHIMACHI,2:15:15,Gold Coast (AUS),01 JUL 2018
Nobuyuki MATSUMOTO,2:12:10,Tokyo (JPN),01 MAR 2020
Nobuyuki MATSUMOTO,2:16:37,Nagano (JPN),21 APR 2019
