athlete,year,performance,place,date
Miguel Navarro Palos,1960,2:24:18,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Miguel Navarro Palos,1958,2:38:10,Stockholm (SWE),24 AUG 1958
Carles Castillejo Salvador,2018,2:24:03,Sevilla (ESP),25 FEB 2018
Carles Castillejo Salvador,2017,2:15:05,Madrid (ESP),23 APR 2017
Carles Castillejo Salvador,2016,2:11:29,Sevilla (ESP),21 FEB 2016
Carles Castillejo Salvador,2015,2:12:03,Barcelona (ESP),15 MAR 2015
Carles Castillejo Salvador,2013,2:12:43,San Sebastián (ESP),24 NOV 2013
Carles Castillejo Salvador,2012,2:16:17,"Olympic Stadium, London (GBR)",12 AUG 2012
Carles Castillejo Salvador,2011,2:10:09,Castellón (ESP),18 DEC 2011
Rodrigo Gavela Rodrguez,2001,2:22:26,Barcelona (ESP),18 MAR 2001
Rodrigo Gavela Rodrguez,2000,2:20:43,Valencia (ESP),06 FEB 2000
Rodrigo Gavela Rodrguez,1994,2:11:34,Venezia (ITA),09 OCT 1994
Rodrigo Gavela Rodrguez,1993,2:10:27,San Sebastián (ESP),31 OCT 1993
Rodrigo Gavela Rodrguez,1992,2:16:23,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Rodrigo Gavela Rodrguez,1991,2:13:59,Berlin (GER),29 SEP 1991
Rodrigo Gavela Rodrguez,1990,2:13:37,San Sebastián (ESP),14 OCT 1990
Alberto Juzdado Lpez,2004,2:13:14,Otsu (JPN),07 MAR 2004
Alberto Juzdado Lpez,2003,2:10:53,Barcelona (ESP),16 MAR 2003
Alberto Juzdado Lpez,2002,2:08:59,Tokyo (JPN),10 FEB 2002
Alberto Juzdado Lpez,2001,2:13:36,Berlin (GER),30 SEP 2001
Alberto Juzdado Lpez,2000,2:08:08,Tokyo (JPN),13 FEB 2000
Alberto Juzdado Lpez,1999,2:10:08,London (GBR),18 APR 1999
Alberto Juzdado Lpez,1998,2:08:01,Tokyo (JPN),08 FEB 1998
Alberto Juzdado Lpez,1997,2:13:14,Kyongju (KOR),16 MAR 1997
Alberto Juzdado Lpez,1996,2:08:46,Tokyo (JPN),12 FEB 1996
Alberto Juzdado Lpez,1995,2:15:29,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995
Alberto Juzdado Lpez,1994,2:11:18,"Olympic Stadium, Helsinki (FIN)",14 AUG 1994
Alberto Juzdado Lpez,1993,2:13:09,San Sebastián (ESP),31 OCT 1993
Alberto Juzdado Lpez,1992,2:11:39,San Sebastián (ESP),11 OCT 1992
Julio Rey de Paz,2008,2:13:20,Hamburg (GER),27 APR 2008
Julio Rey de Paz,2007,2:11:36,Paris (FRA),15 APR 2007
Julio Rey de Paz,2006,2:06:52,Hamburg (GER),23 APR 2006
Julio Rey de Paz,2005,2:07:38,Hamburg (GER),24 APR 2005
Julio Rey de Paz,2004,2:24:54,"Olympic Stadium, Athina (GRE)",29 AUG 2004
Julio Rey de Paz,2003,2:07:27,Hamburg (GER),27 APR 2003
Julio Rey de Paz,2002,2:11:14,Tokyo (JPN),10 FEB 2002
Julio Rey de Paz,2001,2:07:46,Hamburg (GER),22 APR 2001
Julio Rey de Paz,1998,2:08:33,London (GBR),26 APR 1998
Anuradha Indrajith Cooray,2016,2:15:19,Guwahati (IND),12 FEB 2016
Anuradha Indrajith Cooray,2015,2:13:47,London (GBR),26 APR 2015
Anuradha Indrajith Cooray,2014,2:15:51,Incheon (KOR),03 OCT 2014
Anuradha Indrajith Cooray,2013,2:17:53,London (GBR),21 APR 2013
Anuradha Indrajith Cooray,2012,2:17:50,London (GBR),22 APR 2012
Anuradha Indrajith Cooray,2011,2:21:11,London (GBR),17 APR 2011
Anuradha Indrajith Cooray,2009,2:21:02,London (GBR),26 APR 2009
Anuradha Indrajith Cooray,2005,2:20:16,London (GBR),17 APR 2005
Anuradha Indrajith Cooray,2004,2:18:28,Singapore (SGP),05 DEC 2004
Anuradha Indrajith Cooray,2003,2:21:23,Singapore (SGP),07 DEC 2003
Anuradha Indrajith Cooray,2002,2:24:04,Singapore (SGP),08 DEC 2002
Linus Clifford Diaz,1960,2:32:12,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Vithanakande Kande Lek Samarasinghe,1989,2:17:35,Milano (ITA),16 APR 1989
Vithanakande Kande Lek Samarasinghe,1988,2:31:29,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Vithanakande Kande Lek Samarasinghe,1987,2:28:35,"Stadio Olimpico, Roma (ITA)",06 SEP 1987
Rupasinghe A. Wimalasena Perera,1968,2:59:06,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Kuruppu Arachigue Karunaratne,1993,2:34:47,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993
Kuruppu Arachigue Karunaratne,1992,2:32:26,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Sarath Prasanna Gamage,2000,2:34:39,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Ahmed Adam Salah,1996,2:25:12,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Lucky Willie Bhembe,2000,2:23:38,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Isaac Mandla Simelane,1997,2:40:32,"Olympic Stadium, Athina (GRE)",10 AUG 1997
Isaac Mandla Simelane,1996,2:23:43,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Daniel Tornado Sibandze,1996,2:28:49,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Richard Mabuza,1974,2:12:55,Christchurch (NZL),31 JAN 1974
Richard Mabuza,1972,2:20:40,"Olympiastadion, München (GER)",10 SEP 1972
Lars Tommy Persson,1985,2:17:18,Stockholm (SWE),01 JUN 1985
Lars Tommy Persson,1984,2:13:25,Maassluis (NED),07 APR 1984
Lars Tommy Persson,1983,2:12:52,Örebro (SWE),02 JUL 1983
Lars Tommy Persson,1982,2:12:32,"Miami, FL (USA)",16 JAN 1982
Lars Tommy Persson,1981,2:12:07,Tokyo (JPN),01 MAR 1981
Lars Tommy Persson,1980,2:11:02,"Cleveland, OH (USA)",16 NOV 1980
Pal Anders Szalkai,2013,2:34:48,Stockholm (SWE),02 JUN 2013
Pal Anders Szalkai,2011,2:34:48,"New York, NY (USA)",06 NOV 2011
Pal Anders Szalkai,2010,2:26:51,Stockholm (SWE),05 JUN 2010
Pal Anders Szalkai,2005,2:21:27,London (GBR),17 APR 2005
Pal Anders Szalkai,2003,2:28:15,Hong Kong (HKG),16 FEB 2003
Pal Anders Szalkai,2001,2:12:42,"Austin, TX (USA)",18 FEB 2001
Pal Anders Szalkai,2000,2:14:04,Carpi (ITA),15 OCT 2000
Pal Anders Szalkai,1999,2:13:19,London (GBR),18 APR 1999
Pal Anders Szalkai,1998,2:16:33,Stockholm (SWE),07 JUN 1998
Pal Anders Szalkai,1997,2:14:45,Berlin (GER),28 SEP 1997
Pal Anders Szalkai,1996,2:15:34,"Houston, TX (USA)",21 JAN 1996
Pal Anders Szalkai,1994,2:21:42,"Olympic Stadium, Helsinki (FIN)",14 AUG 1994
Pal Anders Szalkai,1993,2:16:51,Berlin (GER),26 SEP 1993
John Evert Nyberg,1962,2:44:56,Beograd (SRB),16 SEP 1962
John Evert Nyberg,1960,2:42:59,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
John Evert Nyberg,1956,2:31:12,"Cricket Ground, Melbourne (AUS)",01 DEC 1956
Oskar Leupi,1964,2:35:06,"National Stadium, Tokyo (JPN)",21 OCT 1964
Arthur Wittwer,1960,2:34:43,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Arthur Wittwer,1958,2:36:14,Stockholm (SWE),24 AUG 1958
Joseph Peter,1980,2:24:53,"Lenin Stadium, Moskva (URS)",01 AUG 1980
Josef Gwerder,1968,2:40:16,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Helmut Kunisch,1968,2:50:59,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Tadesse Abraham,2019,2:07:24,Wien (AUT),07 APR 2019
Tadesse Abraham,2018,2:11:24,"Olympiastadion, Berlin (GER)",12 AUG 2018
Tadesse Abraham,2017,2:12:01,"New York, NY (USA)",05 NOV 2017
Tadesse Abraham,2016,2:06:40,Seoul (KOR),20 MAR 2016
Tadesse Abraham,2015,2:11:37,Seoul (KOR),15 MAR 2015
Tadesse Abraham,2014,2:15:05,"Letzigrund, Zürich (SUI)",17 AUG 2014
Tadesse Abraham,2013,2:07:45,Zürich (SUI),07 APR 2013
Tadesse Abraham,2012,2:10:26,Daegu (KOR),08 APR 2012
Tadesse Abraham,2011,2:12:48,Toronto (CAN),16 OCT 2011
Tadesse Abraham,2010,2:09:24,Berlin (GER),26 SEP 2010
Tadesse Abraham,2009,2:10:09,Zürich (SUI),26 APR 2009
Moussa El-Hariri,1992,2:47:06,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Boonthung Srisung,2019,2:36:03,Buri Ram (THA),10 FEB 2019
Boonthung Srisung,2016,2:24:01,"Houston, TX (USA)",17 JAN 2016
Boonthung Srisung,2015,2:35:09,Singapore (SGP),07 JUN 2015
Boonthung Srisung,2014,2:28:41,Incheon (KOR),03 OCT 2014
Boonthung Srisung,2013,2:33:34,Pattaya (THA),16 JUL 2013
Boonthung Srisung,2012,2:35:21,Bangkok (THA),12 FEB 2012
Boonthung Srisung,2011,2:35:54,Pattaya (THA),17 JUL 2011
Boonthung Srisung,2010,2:32:25,Bangkok (THA),21 NOV 2010
Augusto Ramos Soares,2012,2:45:09,"Olympic Stadium, London (GBR)",12 AUG 2012
Augusto Ramos Soares,2011,2:31:54,Dili (TLS),18 JUN 2011
Augusto Ramos Soares,2009,2:30:04,Vientiane (LAO),15 DEC 2009
Tahar Mansouri,2000,2:20:33,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Tahar Mansouri,1999,2:14:39,Egna (ITA),05 APR 1999
Tahar Mansouri,1996,2:12:36,Marrakesh (MAR),14 JAN 1996
Tahar Mansouri,1995,2:13:51,Rotterdam (NED),23 APR 1995
Tahar Mansouri,1993,2:18:54,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993
Atef Saad,2018,2:18:16,Castellón (ESP),18 FEB 2018
Atef Saad,2016,2:13:51,Agadir (MAR),24 APR 2016
Wissem Hosni,2014,2:17:59,San Sebastián (ESP),30 NOV 2014
Wissem Hosni,2012,2:16:35,Milano (ITA),15 APR 2012
Wissem Hosni,2011,2:17:05,Valencia (ESP),27 NOV 2011
Mehmet Terzi,1988,2:14:51,London (GBR),17 APR 1988
Mehmet Terzi,1987,2:10:25,London (GBR),10 MAY 1987
Mehmet Terzi,1986,2:13:02,London (GBR),20 APR 1986
Mehmet Terzi,1985,2:12:50,Istanbul (TUR),03 NOV 1985
Mehmet Terzi,1984,2:14:20,"Memorial Coliseum, Los Angeles, CA (USA)",12 AUG 1984
Mehmet Terzi,1983,2:12:54,Frankfurt (GER),15 MAY 1983
Mehmet Terzi,1982,2:24:06,Athina (GRE),12 SEP 1982
Ercan Muslu,2017,2:20:17,Istanbul (TUR),12 NOV 2017
Ercan Muslu,2016,2:16:45,Rotterdam (NED),10 APR 2016
Ercan Muslu,2015,2:19:28,Hamburg (GER),26 APR 2015
Ercan Muslu,2013,2:27:45,Istanbul (TUR),17 NOV 2013
Ercan Muslu,2012,2:28:15,Beograd (SRB),22 APR 2012
Ercan Muslu,2011,2:28:58,Düsseldorf (GER),08 MAY 2011
Ercan Muslu,2010,2:24:11,Kavarna (BUL),08 MAY 2010
Bekir Karayel,2019,2:18:32,Istanbul (TUR),03 NOV 2019
Bekir Karayel,2018,2:18:48,Riga (LAT),20 MAY 2018
Bekir Karayel,2016,2:15:31,Düsseldorf (GER),24 APR 2016
Bekir Karayel,2015,2:16:06,London (GBR),26 APR 2015
Bekir Karayel,2014,2:22:36,Istanbul (TUR),16 NOV 2014
Bekir Karayel,2013,2:20:27,Istanbul (TUR),17 NOV 2013
Bekir Karayel,2012,2:13:21,London (GBR),22 APR 2012
Bekir Karayel,2011,2:15:48,Istanbul (TUR),16 OCT 2011
Bekir Karayel,2010,2:16:40,Istanbul (TUR),17 OCT 2010
Bekir Karayel,2009,2:23:17,Istanbul (TUR),18 OCT 2009
Bekir Karayel,2008,2:21:03,Hamburg (GER),27 APR 2008
Abdil Ceylan,2011,2:35:08,Istanbul (TUR),16 OCT 2011
Abdil Ceylan,2009,2:24:08,Istanbul (TUR),18 OCT 2009
Abdil Ceylan,2008,2:26:11,Düsseldorf (GER),04 MAY 2008
Abdil Ceylan,2007,2:17:43,Düsseldorf (GER),06 MAY 2007
Ahmet Altun,1989,2:12:40,München (GER),23 APR 1989
Ahmet Altun,1988,2:37:44,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Ahmet Altun,1987,2:13:37,München (FRG),17 MAY 1987
Ahmet Altun,1984,2:13:07,Frankfurt (GER),13 MAY 1984
Ahmet Altun,1983,2:12:41,Frankfurt (GER),15 MAY 1983
Kaan Kigen (Mike Kipruto-) zbilen (Kigen-),2019,2:04:16,Valencia (ESP),01 DEC 2019
Kaan Kigen (Mike Kipruto-) zbilen (Kigen-),2018,2:06:24,Amsterdam (NED),21 OCT 2018
Kaan Kigen (Mike Kipruto-) zbilen (Kigen-),2017,2:13:19,Istanbul (TUR),12 NOV 2017
Kaan Kigen (Mike Kipruto-) zbilen (Kigen-),2016,2:06:10,Seoul (KOR),20 MAR 2016
Kaan Kigen (Mike Kipruto-) zbilen (Kigen-),2015,2:07:42,Paris (FRA),12 APR 2015
Kaan Kigen (Mike Kipruto-) zbilen (Kigen-),2014,2:06:59,Frankfurt (GER),26 OCT 2014
Kaan Kigen (Mike Kipruto-) zbilen (Kigen-),2013,2:08:24,Dubai (UAE),25 JAN 2013
Veli Balli,1978,2:25:57,Praha (TCH),03 SEP 1978
Veli Balli,1976,2:24:47,"Olympic Stadium, Montreal (CAN)",31 JUL 1976
Mark Steinle,2003,2:15:41,"Chicago, IL (USA)",12 OCT 2003
Mark Steinle,2002,2:09:17,London (GBR),14 APR 2002
Mark Steinle,2001,2:10:46,London (GBR),22 APR 2001
Mark Steinle,2000,2:11:18,London (GBR),16 APR 2000
Derek Hawkins,2019,2:12:49,Frankfurt (GER),27 OCT 2019
Derek Hawkins,2016,2:12:57,London (GBR),24 APR 2016
Derek Hawkins,2014,2:14:15,"Hampden Park, Glasgow (GBR)",27 JUL 2014
Derek Hawkins,2013,2:16:50,London (GBR),21 APR 2013
Derek Hawkins,2012,2:14:04,Frankfurt (GER),28 OCT 2012
Callum Hawkins,2019,2:08:14,London (GBR),28 APR 2019
Callum Hawkins,2017,2:10:17,"Olympic Stadium, London (GBR)",06 AUG 2017
Callum Hawkins,2016,2:10:52,London (GBR),24 APR 2016
Callum Hawkins,2015,2:12:17,Frankfurt (GER),25 OCT 2015
Peter Kenneth Whitehead,1996,2:22:37,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Peter Kenneth Whitehead,1995,2:12:23,London (GBR),02 APR 1995
Peter Kenneth Whitehead,1994,2:16:40,"Olympic Stadium, Helsinki (FIN)",14 AUG 1994
Peter Kenneth Whitehead,1993,2:17:19,Berlin (GER),26 SEP 1993
Arthur Patrick Keily,1960,2:27:00,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Brian Leonard Kilby,1964,2:17:03,"National Stadium, Tokyo (JPN)",21 OCT 1964
Brian Leonard Kilby,1963,2:14:43,Port Talbot (GBR),06 JUL 1963
Brian Leonard Kilby,1962,2:23:19,Beograd (SRB),16 SEP 1962
Brian Leonard Kilby,1960,2:28:55,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
"Denis ""Sonny"" O'Gorman",1960,2:24:17,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Benjamin Basil Heatley,1964,2:13:55,Chiswick (GBR),13 JUN 1964
"Timothy Frederick Kemball ""Tim"" Johnston",1968,2:15:26,Cwmbran (GBR),27 JUL 1968
Colin Kirkham,1981,2:15:33,Harlow (GBR),25 OCT 1981
Colin Kirkham,1979,2:16:10,Enschede (NED),25 AUG 1979
Colin Kirkham,1972,2:15:17,Manchester (GBR),04 JUN 1972
Colin Kirkham,1971,2:16:22,Helsinki (FIN),15 AUG 1971
Keith Angus,1976,2:22:19,"Olympic Stadium, Montreal (CAN)",31 JUL 1976
"George Jeffrey ""Jeff"" Norman",2018,2:15:44,Gold Coast (AUS),01 JUL 2018
"George Jeffrey ""Jeff"" Norman",2017,2:14:00,Warszawa (POL),23 APR 2017
"George Jeffrey ""Jeff"" Norman",2016,2:17:20,"Los Angeles, CA (USA)",13 FEB 2016
"George Jeffrey ""Jeff"" Norman",2014,2:10:52,Gold Coast (AUS),06 JUL 2014
"George Jeffrey ""Jeff"" Norman",2013,2:14:23,"Luzhniki, Moskva (RUS)",17 AUG 2013
"George Jeffrey ""Jeff"" Norman",2012,2:12:03,"Chicago, IL (USA)",07 OCT 2012
"George Jeffrey ""Jeff"" Norman",2011,2:16:40,"Pittsburgh, PA (USA)",15 MAY 2011
"George Jeffrey ""Jeff"" Norman",2010,2:14:09,St. Paul (USA),03 OCT 2010
Scott Ashley Overall,2019,2:14:40,Berlin (GER),29 SEP 2019
Scott Ashley Overall,2017,2:16:54,London (GBR),23 APR 2017
Scott Ashley Overall,2016,2:18:21,"Chicago, IL (USA)",09 OCT 2016
Scott Ashley Overall,2015,2:11:24,Berlin (GER),27 SEP 2015
Scott Ashley Overall,2014,2:13:00,Berlin (GER),28 SEP 2014
Scott Ashley Overall,2012,2:14:15,Fukuoka (JPN),02 DEC 2012
Scott Ashley Overall,2011,2:10:55,Berlin (GER),25 SEP 2011
Paul R. Davies-Hale,1992,2:21:15,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Paul R. Davies-Hale,1991,2:11:57,Carpi (ITA),27 OCT 1991
Paul R. Davies-Hale,1989,2:11:25,"Chicago, IL (USA)",29 OCT 1989
Lee Matthew Merrien,2018,2:24:10,Gold Coast (AUS),15 APR 2018
Lee Matthew Merrien,2017,2:20:25,Frankfurt (GER),29 OCT 2017
Lee Matthew Merrien,2016,2:16:42,London (GBR),24 APR 2016
Lee Matthew Merrien,2015,2:15:30,Berlin (GER),27 SEP 2015
Lee Matthew Merrien,2012,2:13:41,London (GBR),22 APR 2012
Lee Matthew Merrien,2011,2:14:27,London (GBR),17 APR 2011
Lee Matthew Merrien,2010,2:16:48,London (GBR),25 APR 2010
"Matthew ""Matt"" O'Dowd",2004,2:22:37,"Olympic Stadium, Athina (GRE)",29 AUG 2004
Kevin John Forster,1991,2:11:59,Tokyo (JPN),10 FEB 1991
Kevin John Forster,1989,2:13:31,London (GBR),23 APR 1989
Kevin John Forster,1988,2:10:52,London (GBR),17 APR 1988
Kevin John Forster,1987,2:13:52,Stockholm (SWE),30 MAY 1987
Kevin John Forster,1984,2:11:41,London (GBR),13 MAY 1984
Kevin John Forster,1983,2:14:19,Enschede (NED),10 SEP 1983
Keith John Cullen,2000,2:13:37,London (GBR),16 APR 2000
Richard David Nerurkar,1998,2:14:02,"Népstadion, Budapest (HUN)",22 AUG 1998
Richard David Nerurkar,1997,2:08:36,London (GBR),13 APR 1997
Richard David Nerurkar,1996,2:13:39,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Richard David Nerurkar,1995,2:11:03,Kyongju (KOR),19 MAR 1995
Richard David Nerurkar,1994,2:11:56,"Olympic Stadium, Helsinki (FIN)",14 AUG 1994
Richard David Nerurkar,1993,2:10:03,San Sebastián (ESP),31 OCT 1993
Frank Charles Shorter,1976,2:10:46,"Olympic Stadium, Montreal (CAN)",31 JUL 1976
Frank Charles Shorter,1972,2:10:30,Fukuoka (JPN),03 DEC 1972
Galen Rupp,2020,2:09:20,"Atlanta, GA (USA)",29 FEB 2020
Galen Rupp,2018,2:06:07,Praha (CZE),06 MAY 2018
Galen Rupp,2017,2:09:20,"Chicago, IL (USA)",08 OCT 2017
Galen Rupp,2016,2:10:05,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Keith Alan Brantly,1998,2:12:31,"Pittsburgh, PA (USA)",03 MAY 1998
Keith Alan Brantly,1996,2:13:22,"Charlotte, NC (USA)",17 FEB 1996
Keith Alan Brantly,1992,2:14:15,"Sacramento, CA (USA)",06 DEC 1992
"Jack Stangl ""Jack"" Bacheler",1972,2:17:39,"Olympiastadion, München (GER)",10 SEP 1972
"Mebrahtom R. ""Meb"" Keflezighi",2017,2:15:29,"New York, NY (USA)",05 NOV 2017
"Mebrahtom R. ""Meb"" Keflezighi",2016,2:12:20,"Los Angeles, CA (USA)",13 FEB 2016
"Mebrahtom R. ""Meb"" Keflezighi",2015,2:13:32,"New York, NY (USA)",01 NOV 2015
"Mebrahtom R. ""Meb"" Keflezighi",2014,2:13:18,"New York, NY (USA)",02 NOV 2014
"Mebrahtom R. ""Meb"" Keflezighi",2013,2:23:47,"New York, NY (USA)",03 NOV 2013
"Mebrahtom R. ""Meb"" Keflezighi",2012,2:09:08,"Houston, TX (USA)",14 JAN 2012
"Mebrahtom R. ""Meb"" Keflezighi",2011,2:09:13,"New York, NY (USA)",06 NOV 2011
"Mebrahtom R. ""Meb"" Keflezighi",2010,2:11:38,"New York, NY (USA)",07 NOV 2010
"Mebrahtom R. ""Meb"" Keflezighi",2009,2:09:21,London (GBR),26 APR 2009
"Mebrahtom R. ""Meb"" Keflezighi",2007,2:15:09,"New York, NY (USA)",03 NOV 2007
"Mebrahtom R. ""Meb"" Keflezighi",2004,2:11:29,"Olympic Stadium, Athina (GRE)",29 AUG 2004
"Mebrahtom R. ""Meb"" Keflezighi",2003,2:10:03,"Chicago, IL (USA)",12 OCT 2003
Alan Lawrence Culpepper,2005,2:13:20,"Chicago, IL (USA)",09 OCT 2005
Alan Lawrence Culpepper,2004,2:11:42,"Birmingham, AL (USA)",07 FEB 2004
Alan Lawrence Culpepper,2002,2:09:41,"Chicago, IL (USA)",13 OCT 2002
Dathan James Ritzenhein,2013,2:09:45,"Chicago, IL (USA)",13 OCT 2013
Dathan James Ritzenhein,2012,2:07:47,"Chicago, IL (USA)",07 OCT 2012
Dathan James Ritzenhein,2010,2:12:33,"New York, NY (USA)",07 NOV 2010
Dathan James Ritzenhein,2009,2:10:00,London (GBR),26 APR 2009
Dathan James Ritzenhein,2008,2:11:59,"National Stadium, Beijing (CHN)",24 AUG 2008
Dathan James Ritzenhein,2007,2:11:07,"New York, NY (USA)",03 NOV 2007
Brian E. Sell,2008,2:16:07,"National Stadium, Beijing (CHN)",24 AUG 2008
Brian E. Sell,2007,2:11:40,"New York, NY (USA)",03 NOV 2007
Brian E. Sell,2006,2:10:47,"Chicago, IL (USA)",22 OCT 2006
Brian E. Sell,2005,2:13:27,"Olympic Stadium, Helsinki (FIN)",13 AUG 2005
Brian E. Sell,2004,2:13:22,"Chicago, IL (USA)",10 OCT 2004
Brian E. Sell,2003,2:20:01,"Chicago, IL (USA)",12 OCT 2003
Ryan Hall,2012,2:09:30,"Houston, TX (USA)",14 JAN 2012
Ryan Hall,2011,2:08:04,"Chicago, IL (USA)",09 OCT 2011
Ryan Hall,2008,2:06:17,London (GBR),13 APR 2008
Ryan Hall,2007,2:08:24,London (GBR),22 APR 2007
Jared Ward,2020,2:15:55,"Atlanta, GA (USA)",29 FEB 2020
Jared Ward,2019,2:10:45,"New York, NY (USA)",03 NOV 2019
Jared Ward,2018,2:12:24,"New York, NY (USA)",04 NOV 2018
Jared Ward,2017,2:18:39,"New York, NY (USA)",05 NOV 2017
Jared Ward,2016,2:11:30,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Jared Ward,2014,2:14:00,St. Paul (USA),05 OCT 2014
Jared Ward,2013,2:16:18,"Chicago, IL (USA)",13 OCT 2013
Mark J. Coogan,2000,2:15:10,"Chicago, IL (USA)",22 OCT 2000
Mark J. Coogan,1998,2:15:33,"Chicago, IL (USA)",11 OCT 1998
Mark J. Coogan,1996,2:13:05,"Charlotte, NC (USA)",17 FEB 1996
George L. Young,1968,2:31:15,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Alberto Bauday Salazar,1984,2:11:44,"Buffalo, NY (USA)",26 MAY 1984
Alberto Bauday Salazar,1983,2:09:21,Fukuoka (JPN),04 DEC 1983
Stephen Kiprotich,2019,2:08:31,Hamburg (GER),28 APR 2019
Stephen Kiprotich,2018,2:07:57,Hamburg (GER),29 APR 2018
Stephen Kiprotich,2017,2:07:10,Fukuoka (JPN),03 DEC 2017
Stephen Kiprotich,2016,2:07:46,Tokyo (JPN),28 FEB 2016
Stephen Kiprotich,2015,2:06:33,Tokyo (JPN),22 FEB 2015
Stephen Kiprotich,2014,2:11:37,London (GBR),13 APR 2014
Stephen Kiprotich,2013,2:08:05,London (GBR),21 APR 2013
Stephen Kiprotich,2012,2:07:50,Tokyo (JPN),26 FEB 2012
Stephen Kiprotich,2011,2:07:20,Enschede (NED),17 APR 2011
Vincent Ruguga,1988,2:31:04,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Vincent Ruguga,1984,2:17:54,"Memorial Coliseum, Los Angeles, CA (USA)",12 AUG 1984
Alex Malinga,2010,2:17:38,Nairobi (KEN),31 OCT 2010
Alex Malinga,2009,2:25:59,Torino (ITA),19 APR 2009
Alex Malinga,2008,2:18:26,"National Stadium, Beijing (CHN)",24 AUG 2008
Alex Malinga,2007,2:17:17,Luxembourg (LUX),20 MAY 2007
Alex Malinga,2006,2:13:06,Nairobi (KEN),29 OCT 2006
Alex Malinga,2005,2:12:12,"Olympic Stadium, Helsinki (FIN)",13 AUG 2005
Alex Malinga,2002,2:18:55,Venezia (ITA),27 OCT 2002
Alex Malinga,2000,2:24:53,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Jackson Fred Ogwang,1988,2:59:35,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Ihor Oleksiyovych Olefirenko,2019,2:11:55,London (GBR),28 APR 2019
Ihor Oleksiyovych Olefirenko,2018,2:12:18,Xiamen (CHN),07 JAN 2018
Ihor Oleksiyovych Olefirenko,2017,2:15:34,"Olympic Stadium, London (GBR)",06 AUG 2017
Ihor Oleksiyovych Olefirenko,2016,2:13:33,Oita (JPN),07 FEB 2016
Ihor Oleksiyovych Olefirenko,2015,2:12:04,Belaya Tserkva (UKR),04 OCT 2015
Ihor Oleksiyovych Olefirenko,2014,2:13:10,Milano (ITA),06 APR 2014
Ihor Oleksiyovych Olefirenko,2013,2:15:10,Paris (FRA),07 APR 2013
Ihor Oleksiyovych Olefirenko,2012,2:14:56,Belaya Tserkva (UKR),07 OCT 2012
Ihor Pavlovych Russ,2019,2:16:23,Warszawa (POL),29 SEP 2019
Ihor Pavlovych Russ,2018,2:19:24,Mersin (TUR),16 DEC 2018
Ihor Pavlovych Russ,2017,2:17:01,"Olympic Stadium, London (GBR)",06 AUG 2017
Ihor Pavlovych Russ,2016,2:18:19,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Ihor Pavlovych Russ,2015,2:12:46,Belaya Tserkva (UKR),04 OCT 2015
Ihor Pavlovych Russ,2014,2:18:17,Kharkov (UKR),12 APR 2014
Vasyl Oleksandrovych Matviychuk,2014,2:19:34,Kraków (POL),18 MAY 2014
Vasyl Oleksandrovych Matviychuk,2013,2:26:21,"Luzhniki, Moskva (RUS)",17 AUG 2013
Vasyl Oleksandrovych Matviychuk,2012,2:16:47,Roma (ITA),18 MAR 2012
Vasyl Oleksandrovych Matviychuk,2011,2:16:21,Madrid (ESP),17 APR 2011
Vasyl Oleksandrovych Matviychuk,2010,2:28:26,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010
